"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"KIF18A",0,0.530842597951578,0.85,0.571,0,"6","KIF18A"
"S100A133",0,0.52795066285293,0.915,0.752,0,"6","S100A13"
"AHNAK22",0,0.527442843563285,0.942,0.814,0,"6","AHNAK2"
"KLK112",0,0.525665411021444,0.938,0.849,0,"6","KLK11"
"CD1092",0,0.52147683596578,0.932,0.852,0,"6","CD109"
"GDF151",0,0.518619265186294,0.823,0.684,0,"6","GDF15"
"ADIRF",0,0.518231378016047,0.865,0.744,0,"6","ADIRF"
"NAV2",0,0.517507890182468,0.869,0.639,0,"6","NAV2"
"FDFT12",0,0.516840931122701,0.944,0.777,0,"6","FDFT1"
"PLEK21",0,0.516381105350822,0.828,0.704,0,"6","PLEK2"
"SPDL1",0,0.515170220581384,0.844,0.591,0,"6","SPDL1"
"SMIM222",0,0.514757379196941,0.936,0.773,0,"6","SMIM22"
"CDCA2",0,0.514568097580161,0.816,0.695,0,"6","CDCA2"
"CDCA3",0,0.512509140493806,0.702,0.515,0,"6","CDCA3"
"TSPAN12",0,0.506273912309005,0.962,0.774,0,"6","TSPAN1"
"MSLN2",0,0.506137078433959,0.888,0.708,0,"6","MSLN"
"MUCL32",0,0.499361218246517,0.948,0.837,0,"6","MUCL3"
"DSC22",0,0.498153949902148,0.979,0.884,0,"6","DSC2"
"TNFRSF6B2",0,0.497473958291902,0.897,0.785,0,"6","TNFRSF6B"
"LMO72",0,0.493336007642603,0.986,0.886,0,"6","LMO7"
"CCND12",0,0.49309140813286,0.865,0.728,0,"6","CCND1"
"GOLM12",0,0.49297496422115,0.94,0.783,0,"6","GOLM1"
"LGALS42",0,0.490847480715237,0.948,0.746,0,"6","LGALS4"
"BUB1B",0,0.490458054344833,0.75,0.622,0,"6","BUB1B"
"PCDH71",0,0.484310229181788,0.928,0.738,0,"6","PCDH7"
"PLAAT43",0,0.477054429675953,0.972,0.775,0,"6","PLAAT4"
"AGR32",0,0.476367045530376,0.92,0.8,0,"6","AGR3"
"CENPN",0,0.475786960568602,0.721,0.553,0,"6","CENPN"
"NT5E1",0,0.473421035292927,0.858,0.684,0,"6","NT5E"
"SHCBP1",0,0.473213450823984,0.747,0.651,0,"6","SHCBP1"
"LAD12",0,0.473182092134594,0.901,0.834,0,"6","LAD1"
"FGF21",0,0.471119235932275,0.951,0.82,0,"6","FGF2"
"S100P2",0,0.469654001336491,0.99,0.902,0,"6","S100P"
"CENPA",0,0.468444123239075,0.7,0.517,0,"6","CENPA"
"IL181",0,0.467136418945877,0.94,0.812,0,"6","IL18"
"LINC011332",0,0.462749707375395,0.893,0.752,0,"6","LINC01133"
"TPM12",0,0.460775193267334,0.939,0.768,0,"6","TPM1"
"RAB252",0,0.458768366869906,0.884,0.731,0,"6","RAB25"
"SLCO1B32",0,0.457514082983616,0.951,0.906,0,"6","SLCO1B3"
"HIST1H4C",0,0.45596958018863,0.757,0.55,0,"6","HIST1H4C"
"KIF20A",0,0.454611523412515,0.779,0.589,0,"6","KIF20A"
"KRTCAP32",0,0.452993761313534,0.878,0.636,0,"6","KRTCAP3"
"DHFR",0,0.450926611505531,0.671,0.489,0,"6","DHFR"
"CDCA5",0,0.447796847286721,0.771,0.645,0,"6","CDCA5"
"CLTB2",0,0.447296395095013,0.95,0.767,0,"6","CLTB"
"ORC6",0,0.446685475299878,0.729,0.656,0,"6","ORC6"
"SGPP22",0,0.445429769010937,0.921,0.779,0,"6","SGPP2"
"TROAP",0,0.442378839116735,0.71,0.519,0,"6","TROAP"
"CKAP2L",0,0.441304483563915,0.717,0.556,0,"6","CKAP2L"
"FLNB1",0,0.440199737089016,0.822,0.644,0,"6","FLNB"
"CLDN31",0,0.439649489147522,0.89,0.747,0,"6","CLDN3"
"CYSTM12",0,0.436117317603857,0.956,0.823,0,"6","CYSTM1"
"GCNT32",0,0.434509061289814,0.936,0.77,0,"6","GCNT3"
"GAS2L3",0,0.433457140952127,0.854,0.558,0,"6","GAS2L3"
"RRM1",0,0.432825030675402,0.74,0.614,0,"6","RRM1"
"TMPRSS42",0,0.432597907556886,0.907,0.83,0,"6","TMPRSS4"
"FHL23",0,0.432049600083256,0.881,0.727,0,"6","FHL2"
"SEMA3C2",0,0.431819781880177,0.921,0.8,0,"6","SEMA3C"
"ARL142",0,0.431363729972075,0.924,0.814,0,"6","ARL14"
"MUC132",0,0.430484945775512,0.942,0.844,0,"6","MUC13"
"TTK",0,0.429110368024953,0.725,0.527,0,"6","TTK"
"TMEM1412",0,0.429087581003442,0.931,0.725,0,"6","TMEM141"
"MIA2",0,0.428675893033143,0.886,0.741,0,"6","MIA"
"CENPW",0,0.425801879218309,0.652,0.482,0,"6","CENPW"
"TMEM541",0,0.423152800079206,0.805,0.633,0,"6","TMEM54"
"IL1R2",0,0.42267342022945,0.897,0.732,0,"6","IL1R2"
"ISG202",0,0.421863583639439,0.977,0.878,0,"6","ISG20"
"ANO11",0,0.420295684263731,0.873,0.769,0,"6","ANO1"
"GPSM2",0,0.418818951498942,0.684,0.458,0,"6","GPSM2"
"MUC5B1",0,0.415530945904751,0.944,0.8,0,"6","MUC5B"
"CENPX",0,0.412397940818725,0.81,0.641,0,"6","CENPX"
"STARD101",0,0.411864941557939,0.818,0.593,0,"6","STARD10"
"KRT6B1",0,0.409974902612807,0.952,0.909,0,"6","KRT6B"
"CLIC32",0,0.408656535442751,0.933,0.803,0,"6","CLIC3"
"FDPS1",0,0.405658536010014,0.889,0.695,0,"6","FDPS"
"OCLN2",0,0.403993266414906,0.848,0.683,0,"6","OCLN"
"MPZL22",0,0.39948746571657,0.956,0.844,0,"6","MPZL2"
"SLPI2",0,0.397218833114974,0.983,0.885,0,"6","SLPI"
"RHOD2",0,0.3963395610256,0.89,0.765,0,"6","RHOD"
"SDR16C52",0,0.395981860700496,0.913,0.78,0,"6","SDR16C5"
"AURKB",0,0.39439136265798,0.663,0.611,0,"6","AURKB"
"ESCO2",0,0.389138533428064,0.761,0.581,0,"6","ESCO2"
"SLC12A21",0,0.388370586201437,0.87,0.614,0,"6","SLC12A2"
"TRIM292",0,0.388298229545075,0.916,0.826,0,"6","TRIM29"
"BIRC31",0,0.38733185126482,0.975,0.854,0,"6","BIRC3"
"MYBL2",0,0.387250173632352,0.724,0.497,0,"6","MYBL2"
"MGLL2",0,0.386019255573935,0.905,0.678,0,"6","MGLL"
"GALNT52",0,0.38509415262059,0.871,0.702,0,"6","GALNT5"
"SGO1",0,0.38405353814881,0.725,0.513,0,"6","SGO1"
"FAM83D",0,0.383933144984814,0.663,0.585,0,"6","FAM83D"
"SLC9A3R22",0,0.383794015359428,0.878,0.773,0,"6","SLC9A3R2"
"PITX12",0,0.381159641481392,0.852,0.687,0,"6","PITX1"
"WDR722",0,0.380594025981079,0.898,0.851,0,"6","WDR72"
"SLURP22",0,0.379024206528599,0.915,0.849,0,"6","SLURP2"
"IGFBP2",0,0.37850379754882,0.775,0.653,0,"6","IGFBP2"
"EEF1A22",0,0.377302250059783,0.896,0.794,0,"6","EEF1A2"
"SQLE2",0,0.375352165789202,0.933,0.787,0,"6","SQLE"
"EPHA22",0,0.370087584148568,0.872,0.717,0,"6","EPHA2"
"ENC11",0,0.369513326050661,0.757,0.565,0,"6","ENC1"
"NCAPH",0,0.369253779067021,0.728,0.687,0,"6","NCAPH"
"PARD6B2",0,0.366564003392566,0.809,0.656,0,"6","PARD6B"
"AP1M22",0,0.36455948922195,0.784,0.647,0,"6","AP1M2"
"KIFC1",0,0.364398412896734,0.632,0.478,0,"6","KIFC1"
"KCNK12",0,0.363888136967252,0.929,0.794,0,"6","KCNK1"
"TCN12",0,0.363596240379165,0.962,0.88,0,"6","TCN1"
"AKR1C31",0,0.36315738081528,0.756,0.588,0,"6","AKR1C3"
"CDC25C",0,0.361562346394627,0.77,0.53,0,"6","CDC25C"
"SDCBP22",0,0.361494993736965,0.928,0.789,0,"6","SDCBP2"
"PRSS232",0,0.359037400011795,0.936,0.86,0,"6","PRSS23"
"KLK82",0,0.357812816095145,0.867,0.762,0,"6","KLK8"
"PRSS32",0,0.357113928717978,0.917,0.812,0,"6","PRSS3"
"SERPINB52",0,0.356354269973079,0.845,0.698,0,"6","SERPINB5"
"EFNB21",0,0.355312435428065,0.787,0.582,0,"6","EFNB2"
"MND1",0,0.355251243915643,0.719,0.563,0,"6","MND1"
"MACC12",0,0.354779779738671,0.795,0.681,0,"6","MACC1"
"GGH",0,0.354401622732657,0.681,0.514,0,"6","GGH"
"TNNT11",0,0.354242091521389,0.833,0.714,0,"6","TNNT1"
"HIST1H2AC2",0,0.354069798015937,0.907,0.83,0,"6","HIST1H2AC"
"PARPBP",0,0.350000570481045,0.743,0.533,0,"6","PARPBP"
"CYP51A12",0,0.348694820850399,0.94,0.807,0,"6","CYP51A1"
"SLC6A142",0,0.348329561993112,0.954,0.893,0,"6","SLC6A14"
"SPAG5",0,0.346831717361993,0.674,0.585,0,"6","SPAG5"
"FGFBP11",0,0.344688539428123,0.915,0.783,0,"6","FGFBP1"
"DMKN2",0,0.344379969736155,0.805,0.671,0,"6","DMKN"
"BRCA1",0,0.34329781626847,0.675,0.461,0,"6","BRCA1"
"RAB27B2",0,0.343246837655845,0.919,0.678,0,"6","RAB27B"
"RPL39L",0,0.339840405454144,0.665,0.501,0,"6","RPL39L"
"DEPDC1B",0,0.337995622618175,0.641,0.497,0,"6","DEPDC1B"
"RND33",0,0.337989446375258,0.878,0.772,0,"6","RND3"
"AC008397.12",0,0.330650243823501,0.82,0.713,0,"6","AC008397.1"
"MXD3",0,0.330419893346455,0.743,0.573,0,"6","MXD3"
"LGALS33",0,0.329097926389132,0.995,0.93,0,"6","LGALS3"
"HMGCS12",0,0.32667288798788,0.952,0.843,0,"6","HMGCS1"
"TINAGL12",0,0.326555663989057,0.859,0.723,0,"6","TINAGL1"
"HMGA21",0,0.322084437296676,0.824,0.744,0,"6","HMGA2"
"CA91",0,0.31942781668305,0.739,0.586,0,"6","CA9"
"MNS1",0,0.318299402327784,0.769,0.553,0,"6","MNS1"
"INCENP",0,0.318204918953604,0.669,0.562,0,"6","INCENP"
"BIK1",0,0.317859565698178,0.824,0.728,0,"6","BIK"
"SAPCD2",0,0.317553733270841,0.658,0.446,0,"6","SAPCD2"
"PRSS222",0,0.313045888541452,0.877,0.703,0,"6","PRSS22"
"TFPI2",0,0.310746193063442,0.931,0.821,0,"6","TFPI"
"MALL2",0,0.310743818482423,0.863,0.659,0,"6","MALL"
"CAMK2N12",0,0.309918185911274,0.912,0.763,0,"6","CAMK2N1"
"TNS41",0,0.309217317461701,0.863,0.744,0,"6","TNS4"
"JAG12",0,0.307924919682706,0.878,0.772,0,"6","JAG1"
"SORBS22",0,0.307568431523835,0.897,0.776,0,"6","SORBS2"
"TNFRSF212",0,0.306751586385881,0.834,0.716,0,"6","TNFRSF21"
"ERO1A2",0,0.30413760551797,0.981,0.891,0,"6","ERO1A"
"TXNRD1",0,0.304110601721919,0.86,0.692,0,"6","TXNRD1"
"RNF1281",0,0.30393395542686,0.851,0.667,0,"6","RNF128"
"NCAPG2",0,0.302324168958082,0.656,0.58,0,"6","NCAPG2"
"LINC02432",0,0.301707659012302,0.862,0.656,0,"6","LINC02432"
"G0S22",0,0.300305078591612,0.978,0.924,0,"6","G0S2"
"ECM13",0,0.30026734375417,0.939,0.776,0,"6","ECM1"
"HIST2H2BE2",0,0.299558478773121,0.894,0.827,0,"6","HIST2H2BE"
"ERBB32",0,0.298475468492046,0.777,0.678,0,"6","ERBB3"
"CRIP22",0,0.296579010863024,0.918,0.777,0,"6","CRIP2"
"RASSF62",0,0.295396199029154,0.848,0.678,0,"6","RASSF6"
"DDX601",0,0.290859685392817,0.886,0.678,0,"6","DDX60"
"PLLP2",0,0.289891215639207,0.855,0.726,0,"6","PLLP"
"APOL12",0,0.289762490097554,0.91,0.701,0,"6","APOL1"
"CTNNAL11",0,0.288211424756848,0.836,0.823,0,"6","CTNNAL1"
"PPL2",0,0.287689741605284,0.805,0.693,0,"6","PPL"
"SPINK5",0,0.286047797527817,0.891,0.729,0,"6","SPINK5"
"HIST1H2BC2",0,0.284292893398007,0.89,0.776,0,"6","HIST1H2BC"
"SLC2A12",0,0.282863136026925,0.918,0.827,0,"6","SLC2A1"
"TST1",0,0.281698355377635,0.757,0.597,0,"6","TST"
"AREG1",0,0.280673418581189,0.965,0.847,0,"6","AREG"
"DHCR241",0,0.279091487325791,0.742,0.625,0,"6","DHCR24"
"EFEMP11",0,0.277141522760751,0.932,0.83,0,"6","EFEMP1"
"SMIM62",0,0.276900930438839,0.849,0.676,0,"6","SMIM6"
"WWTR11",0,0.276237799993978,0.922,0.821,0,"6","WWTR1"
"HPGD1",0,0.275618185271632,0.836,0.711,0,"6","HPGD"
"ANXA8",0,0.275234627065536,0.784,0.531,0,"6","ANXA8"
"CORO2A1",0,0.274706151264783,0.85,0.66,0,"6","CORO2A"
"TUSC31",0,0.274151923245955,0.834,0.733,0,"6","TUSC3"
"TRIM311",0,0.272040642954708,0.835,0.697,0,"6","TRIM31"
"UPK3B",0,0.271429372314598,0.832,0.668,0,"6","UPK3B"
"PON22",0,0.269832458179762,0.853,0.706,0,"6","PON2"
"ALDH3A1",0,0.269005269964434,0.769,0.551,0,"6","ALDH3A1"
"SLC7A111",0,0.267321978403372,0.811,0.709,0,"6","SLC7A11"
"EGFR1",0,0.26506347320174,0.804,0.723,0,"6","EGFR"
"E2F7",0,0.264606537289343,0.799,0.696,0,"6","E2F7"
"CDA2",0,0.260955300087779,0.936,0.846,0,"6","CDA"
"ADGRF11",0,0.260792336582073,0.843,0.653,0,"6","ADGRF1"
"PHLDB22",0,0.259117573450185,0.902,0.783,0,"6","PHLDB2"
"EPB41L12",0,0.258974740297205,0.76,0.613,0,"6","EPB41L1"
"LINC004721",0,0.258723782284979,0.759,0.746,0,"6","LINC00472"
"PHLDA12",0,0.256133927793472,0.88,0.782,0,"6","PHLDA1"
"C4BPB",0,0.254657557460947,0.814,0.625,0,"6","C4BPB"
"LIPH2",0,0.253796510284721,0.847,0.703,0,"6","LIPH"
"PRSS82",0,0.253191004662275,0.906,0.8,0,"6","PRSS8"
"MYH142",0,0.251876319301797,0.779,0.669,0,"6","MYH14"
"BMP4",0,0.251052589799022,0.772,0.526,0,"6","BMP4"
"SCEL1",0,0.250983381277884,0.883,0.821,0,"6","SCEL"
"MELK",2.42220749292904e-292,0.267889143562487,0.607,0.52,4.84441498585808e-289,"6","MELK"
"FERMT11",1.32683102049754e-289,0.269560146478911,0.666,0.54,2.65366204099507e-286,"6","FERMT1"
"NME1",3.9183132275351e-268,0.254969929230828,0.716,0.572,7.8366264550702e-265,"6","NME1"
"HIST1H2BJ",7.95300301355355e-218,0.255501275000455,0.622,0.608,1.59060060271071e-214,"6","HIST1H2BJ"
"SPC25",5.31937483795994e-216,0.347460933531211,0.58,0.478,1.06387496759199e-212,"6","SPC25"
"PCNA",1.09299750471581e-208,0.337771861667728,0.618,0.485,2.18599500943163e-205,"6","PCNA"
"ASF1B",2.33037500521817e-196,0.275289272095902,0.616,0.609,4.66075001043634e-193,"6","ASF1B"
"HIST1H1B",1.10898964801127e-152,0.289689220274288,0.604,0.579,2.21797929602253e-149,"6","HIST1H1B"
"HELLS",1.43734191119412e-143,0.293140097036519,0.656,0.613,2.87468382238824e-140,"6","HELLS"
"HLA-DRA1",0,3.48508513250833,0.999,0.886,0,"7","HLA-DRA"
"C1QB1",0,3.47111198551561,0.967,0.653,0,"7","C1QB"
"C1QA1",0,3.44163778726542,0.982,0.701,0,"7","C1QA"
"HLA-DPA11",0,3.2634414962907,0.997,0.852,0,"7","HLA-DPA1"
"HLA-DRB11",0,3.14775845897016,0.998,0.888,0,"7","HLA-DRB1"
"CD741",0,3.11919471116602,1,0.893,0,"7","CD74"
"HLA-DPB11",0,3.00371801034553,0.994,0.81,0,"7","HLA-DPB1"
"C1QC1",0,2.72030515029545,0.947,0.631,0,"7","C1QC"
"FCGR2A1",0,2.58393465955846,0.971,0.814,0,"7","FCGR2A"
"CTSB1",0,2.44858637244036,0.992,0.899,0,"7","CTSB"
"IFI301",0,2.4415461782467,0.994,0.825,0,"7","IFI30"
"TYROBP1",0,2.44122884926322,0.994,0.808,0,"7","TYROBP"
"HLA-DQB11",0,2.37398159285226,0.962,0.68,0,"7","HLA-DQB1"
"MSR11",0,2.30582130962776,0.96,0.814,0,"7","MSR1"
"FCER1G1",0,2.28397909482385,0.987,0.834,0,"7","FCER1G"
"MS4A71",0,2.23093561396123,0.924,0.751,0,"7","MS4A7"
"HLA-DQA11",0,2.20227248158058,0.933,0.668,0,"7","HLA-DQA1"
"FCGR3A1",0,2.13779987027112,0.938,0.777,0,"7","FCGR3A"
"SRGN2",0,2.11559103709206,0.996,0.88,0,"7","SRGN"
"APOE1",0,2.09728980319405,0.88,0.737,0,"7","APOE"
"LAPTM51",0,2.0848957251421,0.984,0.774,0,"7","LAPTM5"
"MS4A6A1",0,2.07403129010923,0.929,0.737,0,"7","MS4A6A"
"AIF11",0,2.03848429904691,0.96,0.748,0,"7","AIF1"
"SGK11",0,2.03567289514763,0.946,0.78,0,"7","SGK1"
"MRC11",0,2.03137388613038,0.884,0.678,0,"7","MRC1"
"FTL1",0,2.01160037561003,1,0.997,0,"7","FTL"
"HLA-DQA21",0,2.01052360626469,0.946,0.847,0,"7","HLA-DQA2"
"CTSD1",0,2.00994021287881,0.989,0.894,0,"7","CTSD"
"CD141",0,1.94149131210793,0.913,0.696,0,"7","CD14"
"GPR1832",0,1.90024279654579,0.943,0.724,0,"7","GPR183"
"PSAP1",0,1.8799544937789,0.988,0.929,0,"7","PSAP"
"GLUL1",0,1.87119197863396,0.983,0.891,0,"7","GLUL"
"HLA-DMA1",0,1.86942614288706,0.943,0.753,0,"7","HLA-DMA"
"C5AR11",0,1.86870712353414,0.939,0.758,0,"7","C5AR1"
"GPNMB2",0,1.86355465486488,0.942,0.824,0,"7","GPNMB"
"CTSZ1",0,1.85160582498205,0.952,0.752,0,"7","CTSZ"
"HLA-DRB51",0,1.81234652354444,0.942,0.632,0,"7","HLA-DRB5"
"RGS13",0,1.75304222029203,0.96,0.849,0,"7","RGS1"
"MAFB1",0,1.73866192328379,0.882,0.675,0,"7","MAFB"
"CD1631",0,1.70903819606878,0.87,0.696,0,"7","CD163"
"SLC16A101",0,1.69997848921158,0.926,0.805,0,"7","SLC16A10"
"LYZ1",0,1.69930332888958,0.972,0.854,0,"7","LYZ"
"CYBB1",0,1.695227513232,0.905,0.732,0,"7","CYBB"
"HLA-DMB1",0,1.69084202315084,0.917,0.708,0,"7","HLA-DMB"
"CD681",0,1.67113031282812,0.946,0.782,0,"7","CD68"
"LGMN1",0,1.64598679561031,0.866,0.738,0,"7","LGMN"
"CCL32",0,1.64524753907487,0.787,0.735,0,"7","CCL3"
"SPP11",0,1.6413832465271,0.931,0.899,0,"7","SPP1"
"ALOX5AP1",0,1.62878068141013,0.949,0.775,0,"7","ALOX5AP"
"RNASE11",0,1.61330397369824,0.787,0.717,0,"7","RNASE1"
"CCL181",0,1.59576701352232,0.797,0.722,0,"7","CCL18"
"SOD22",0,1.59094804718299,0.97,0.908,0,"7","SOD2"
"IGSF61",0,1.54737391847822,0.849,0.703,0,"7","IGSF6"
"DAB22",0,1.53224993317403,0.898,0.77,0,"7","DAB2"
"CTSL1",0,1.51807316785599,0.919,0.812,0,"7","CTSL"
"HMOX11",0,1.51755894283305,0.815,0.663,0,"7","HMOX1"
"CXCL81",0,1.47807943458775,0.794,0.81,0,"7","CXCL8"
"TGFBI2",0,1.47618557056333,0.906,0.817,0,"7","TGFBI"
"CPVL1",0,1.41053754259652,0.861,0.744,0,"7","CPVL"
"FGL21",0,1.40140907004102,0.848,0.634,0,"7","FGL2"
"PLIN21",0,1.40138040241828,0.951,0.843,0,"7","PLIN2"
"C1orf1621",0,1.39312293292461,0.862,0.705,0,"7","C1orf162"
"PLXDC22",0,1.3765649516192,0.898,0.814,0,"7","PLXDC2"
"MS4A4A1",0,1.35169777054244,0.819,0.696,0,"7","MS4A4A"
"RNASE61",0,1.34159309996068,0.85,0.734,0,"7","RNASE6"
"RGS22",0,1.34073700821378,0.92,0.845,0,"7","RGS2"
"CD861",0,1.33433556478838,0.878,0.781,0,"7","CD86"
"HBEGF1",0,1.33388465521666,0.888,0.747,0,"7","HBEGF"
"SLC11A11",0,1.32400869997721,0.933,0.854,0,"7","SLC11A1"
"PMP222",0,1.31242318154373,0.914,0.891,0,"7","PMP22"
"OLR11",0,1.24475497580783,0.87,0.823,0,"7","OLR1"
"KCTD121",0,1.2440288544552,0.85,0.685,0,"7","KCTD12"
"CLEC7A1",0,1.19910866490084,0.8,0.72,0,"7","CLEC7A"
"CD831",0,1.1953129836177,0.852,0.713,0,"7","CD83"
"CSF1R1",0,1.19202275280075,0.782,0.647,0,"7","CSF1R"
"LAIR11",0,1.18398317391286,0.823,0.657,0,"7","LAIR1"
"CXCL9",0,1.18009220057626,0.736,0.75,0,"7","CXCL9"
"PLAUR1",0,1.17568423209772,0.956,0.919,0,"7","PLAUR"
"APOC21",0,1.15022525661321,0.802,0.758,0,"7","APOC2"
"ITGB21",0,1.14323598623717,0.876,0.68,0,"7","ITGB2"
"F13A1",0,1.14245183161584,0.758,0.639,0,"7","F13A1"
"GNB42",0,1.12997175793512,0.85,0.644,0,"7","GNB4"
"LST11",0,1.12765616167057,0.824,0.702,0,"7","LST1"
"SDS1",0,1.1213399699768,0.875,0.808,0,"7","SDS"
"SLCO2B11",0,1.10947957936259,0.797,0.585,0,"7","SLCO2B1"
"ZEB23",0,1.10238070665571,0.883,0.785,0,"7","ZEB2"
"PLA2G71",0,1.09757168807815,0.846,0.71,0,"7","PLA2G7"
"FPR31",0,1.08367081357355,0.762,0.71,0,"7","FPR3"
"FOLR2",0,1.07937015553345,0.692,0.552,0,"7","FOLR2"
"EPB41L31",0,1.07583227998433,0.824,0.641,0,"7","EPB41L3"
"LIPA1",0,1.06977502783886,0.824,0.636,0,"7","LIPA"
"PLD31",0,1.06644916350659,0.808,0.579,0,"7","PLD3"
"ACP51",0,1.06463107517169,0.846,0.686,0,"7","ACP5"
"CXCL31",0,1.06331160862568,0.749,0.649,0,"7","CXCL3"
"TNFSF131",0,1.06285144843169,0.812,0.656,0,"7","TNFSF13"
"APOC11",0,1.06234158602272,0.78,0.628,0,"7","APOC1"
"TNFSF13B1",0,1.05693687199417,0.797,0.685,0,"7","TNFSF13B"
"CALHM61",0,1.04052617815245,0.757,0.707,0,"7","CALHM6"
"CXCL21",0,1.02967819821456,0.73,0.704,0,"7","CXCL2"
"TREM21",0,1.02411377651487,0.788,0.748,0,"7","TREM2"
"NUPR12",0,1.01927497590499,0.85,0.854,0,"7","NUPR1"
"ITGAX1",0,1.01885659191309,0.876,0.775,0,"7","ITGAX"
"SLC2A33",0,1.01518917506556,0.963,0.891,0,"7","SLC2A3"
"RASSF41",0,0.993890250036838,0.788,0.702,0,"7","RASSF4"
"IER31",0,0.976545846728904,0.873,0.819,0,"7","IER3"
"LGALS12",0,0.975817395321568,0.967,0.92,0,"7","LGALS1"
"VIM2",0,0.96721144248475,0.991,0.926,0,"7","VIM"
"A2M2",0,0.965098840656982,0.852,0.759,0,"7","A2M"
"CSF2RA1",0,0.964883949628604,0.83,0.78,0,"7","CSF2RA"
"PILRA1",0,0.963608754926947,0.814,0.688,0,"7","PILRA"
"BASP12",0,0.962582472497643,0.893,0.762,0,"7","BASP1"
"SLC8A11",0,0.948450049018712,0.767,0.675,0,"7","SLC8A1"
"STAB1",0,0.94814428418937,0.729,0.635,0,"7","STAB1"
"HAVCR21",0,0.935101772466453,0.837,0.697,0,"7","HAVCR2"
"ATF33",0,0.930931909565819,0.89,0.812,0,"7","ATF3"
"PLTP1",0,0.929972589379918,0.749,0.555,0,"7","PLTP"
"PLEK1",0,0.921568615848669,0.792,0.763,0,"7","PLEK"
"ZNF3313",0,0.912634368807257,0.864,0.674,0,"7","ZNF331"
"VMO11",0,0.911611867856904,0.782,0.634,0,"7","VMO1"
"C3AR11",0,0.893534858300378,0.713,0.561,0,"7","C3AR1"
"SPI11",0,0.88923372185432,0.76,0.721,0,"7","SPI1"
"DSE2",0,0.885533364358689,0.768,0.646,0,"7","DSE"
"GPR34",0,0.866643908355828,0.687,0.549,0,"7","GPR34"
"LY961",0,0.862673452596164,0.749,0.665,0,"7","LY96"
"ALCAM2",0,0.858130418936945,0.867,0.814,0,"7","ALCAM"
"MARCH11",0,0.856144957206189,0.718,0.667,0,"7","MARCH1"
"ADAP21",0,0.844650182861173,0.691,0.6,0,"7","ADAP2"
"IL1B1",0,0.830316586749875,0.675,0.668,0,"7","IL1B"
"TFEC1",0,0.825076095421989,0.73,0.774,0,"7","TFEC"
"HSPA1A3",0,0.823251486337824,0.98,0.969,0,"7","HSPA1A"
"AC020656.11",0,0.813571389562337,0.785,0.698,0,"7","AC020656.1"
"CPM1",0,0.806179886300364,0.768,0.743,0,"7","CPM"
"ABCA12",0,0.805718772041355,0.762,0.624,0,"7","ABCA1"
"CFD2",0,0.80312080879092,0.688,0.457,0,"7","CFD"
"VSIG41",0,0.80277248146325,0.669,0.579,0,"7","VSIG4"
"FCGR1A1",0,0.802128733020238,0.717,0.688,0,"7","FCGR1A"
"THBD1",0,0.799348275440644,0.829,0.764,0,"7","THBD"
"PHACTR11",0,0.787411351736388,0.762,0.773,0,"7","PHACTR1"
"TLR21",0,0.772823149801904,0.717,0.661,0,"7","TLR2"
"FPR11",0,0.772129690198808,0.782,0.78,0,"7","FPR1"
"NCF21",0,0.768504433184643,0.772,0.801,0,"7","NCF2"
"SLC1A31",0,0.768387770357535,0.772,0.772,0,"7","SLC1A3"
"PLXNC12",0,0.756195694219331,0.738,0.64,0,"7","PLXNC1"
"MNDA1",0,0.744113752222811,0.731,0.688,0,"7","MNDA"
"CD843",0,0.738040008760716,0.75,0.666,0,"7","CD84"
"MPEG1",0,0.729192994136187,0.672,0.627,0,"7","MPEG1"
"MPP11",0,0.727644424322446,0.732,0.662,0,"7","MPP1"
"LY861",0,0.725876679770273,0.667,0.66,0,"7","LY86"
"GM2A1",0,0.720236641626428,0.769,0.69,0,"7","GM2A"
"CCL131",0,0.718157809472956,0.698,0.567,0,"7","CCL13"
"KCNMA11",0,0.715480135846081,0.756,0.803,0,"7","KCNMA1"
"CLEC5A1",0,0.710248713045433,0.791,0.778,0,"7","CLEC5A"
"SCPEP12",0,0.704849588665024,0.756,0.678,0,"7","SCPEP1"
"TMEM176B2",0,0.702085382492262,0.832,0.816,0,"7","TMEM176B"
"MERTK1",0,0.697885974806372,0.69,0.548,0,"7","MERTK"
"TREM11",0,0.696391261330051,0.808,0.774,0,"7","TREM1"
"CD931",0,0.69328314324332,0.776,0.769,0,"7","CD93"
"BCL2A11",0,0.658225690028683,0.835,0.771,0,"7","BCL2A1"
"CIITA",0,0.656625759055026,0.681,0.586,0,"7","CIITA"
"MEF2C",0,0.654346219698766,0.688,0.769,0,"7","MEF2C"
"LILRB31",0,0.650299318674257,0.755,0.7,0,"7","LILRB3"
"NPL1",0,0.647578786362788,0.678,0.545,0,"7","NPL"
"RHOB1",0,0.64522629584786,0.916,0.884,0,"7","RHOB"
"FCGR2B1",0,0.639467237680872,0.641,0.659,0,"7","FCGR2B"
"HSPA62",0,0.638094509297773,0.911,0.922,0,"7","HSPA6"
"COLEC122",0,0.628399303342728,0.779,0.69,0,"7","COLEC12"
"OSM1",0,0.623122645691157,0.785,0.676,0,"7","OSM"
"BCAT11",0,0.622131244057797,0.801,0.804,0,"7","BCAT1"
"PLAU3",0,0.596042781185687,0.84,0.806,0,"7","PLAU"
